ID,Temporary_ID,Stock,Infection_Status,Date_Iso,Clutch_Num,Death_Date,Date_Gravid,Date_Drop,Clutch_Est_R,Clutch_Est_L,Inf_Intensity,Strain,Clutch_Tot,Clutch_Sym,Holding_Time,Next_Date_Gravid,Time_Between_Clutches,age_post_iso,Maximum_Dens,DOB,prp_survival,Treatment_Fine,is_post,Clutch_Tot_post,Maximum_Dens_post,prp_survival_post,PostTreat_Eggs_Ind,PostTreat_Nauplii_Ind,has_post_clutch,has_post_hatch,Oldest_nonzero_F1_minusfirst
GR_125E,125E,Eii,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,28,34,1,MER,62,0.8235294117647058,2,2025-06-11T00:00:00Z,5,NA,18,2025-06-06T00:00:00Z,0.2903225806451613,INF,FALSE,NA,NA,NA,14,0,TRUE,FALSE,0
GR_125E,125E,Eii,INF,2025-06-04T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-23T00:00:00Z,4,5,NA,MER,9,0.8,12,2025-07-06T00:00:00Z,13,NA,0,2025-06-23T00:00:00Z,0,INF,TRUE,9,0,0,14,0,TRUE,FALSE,0
GR_125E,125E,Eii,INF,2025-06-04T00:00:00Z,3,2025-08-28T00:00:00Z,2025-07-06T00:00:00Z,2025-07-14T00:00:00Z,0,5,NA,MER,5,0,8,NA,NA,85,0,2025-07-14T00:00:00Z,0,INF,TRUE,5,0,0,14,0,TRUE,FALSE,0
GR_127E,127E,Eii,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,36,32,0,MER,68,0.8888888888888888,2,2025-06-17T00:00:00Z,11,NA,22,2025-06-06T00:00:00Z,0.3235294117647059,EXP_MER,FALSE,NA,NA,NA,15,10,TRUE,TRUE,16
GR_127E,127E,Eii,EXP,2025-06-04T00:00:00Z,2,2025-07-10T00:00:00Z,2025-06-17T00:00:00Z,2025-06-20T00:00:00Z,8,7,NA,MER,15,0.875,3,NA,NA,36,10,2025-06-20T00:00:00Z,0.6666666666666666,EXP_MER,TRUE,15,10,0.6666666666666666,15,10,TRUE,TRUE,16
GR_129E,129E,Eii,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,34,32,0,MER,66,0.9411764705882352,2,2025-06-10T00:00:00Z,4,NA,30,2025-06-06T00:00:00Z,0.4545454545454546,EXP_MER,FALSE,NA,NA,NA,216,64,TRUE,TRUE,43
GR_129E,129E,Eii,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-10T00:00:00Z,2025-06-13T00:00:00Z,24,24,NA,MER,48,1,3,2025-06-17T00:00:00Z,4,NA,14,2025-06-13T00:00:00Z,0.2916666666666667,EXP_MER,TRUE,48,14,0.2916666666666667,216,64,TRUE,TRUE,43
GR_129E,129E,Eii,EXP,2025-06-04T00:00:00Z,3,NA,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,20,20,NA,MER,40,1,1,2025-06-25T00:00:00Z,7,NA,18,2025-06-18T00:00:00Z,0.45,EXP_MER,TRUE,40,18,0.45,216,64,TRUE,TRUE,43
GR_129E,129E,Eii,EXP,2025-06-04T00:00:00Z,4,NA,2025-06-25T00:00:00Z,2025-06-30T00:00:00Z,18,14,NA,MER,32,0.7777777777777778,5,2025-07-08T00:00:00Z,8,NA,15,2025-06-18T00:00:00Z,0.46875,EXP_MER,TRUE,32,15,0.46875,216,64,TRUE,TRUE,43
GR_129E,129E,Eii,EXP,2025-06-04T00:00:00Z,5,NA,2025-07-08T00:00:00Z,2025-07-10T00:00:00Z,24,24,NA,MER,48,1,2,2025-07-14T00:00:00Z,4,NA,12,2025-07-10T00:00:00Z,0.25,EXP_MER,TRUE,48,12,0.25,216,64,TRUE,TRUE,43
GR_129E,129E,Eii,EXP,2025-06-04T00:00:00Z,6,2025-07-21T00:00:00Z,2025-07-14T00:00:00Z,2025-07-17T00:00:00Z,24,24,NA,MER,48,1,3,NA,NA,47,5,2025-07-17T00:00:00Z,0.10416666666666669,EXP_MER,TRUE,48,5,0.10416666666666669,216,64,TRUE,TRUE,43
GR_12G,12,G,EXP,2025-01-30T00:00:00Z,1,NA,2025-01-30T00:00:00Z,2025-01-31T00:00:00Z,22,28,NA,KJER,50,0.7857142857142857,1,2025-02-04T00:00:00Z,4,NA,22,2025-01-31T00:00:00Z,0.44,EXP_KJER,FALSE,NA,NA,NA,128,41,TRUE,TRUE,24
GR_12G,12,G,EXP,2025-01-30T00:00:00Z,2,NA,2025-02-04T00:00:00Z,2025-02-06T00:00:00Z,24,26,NA,KJER,50,0.9230769230769232,2,2025-02-09T00:00:00Z,3,NA,19,2025-02-06T00:00:00Z,0.38,EXP_KJER,TRUE,50,19,0.38,128,41,TRUE,TRUE,24
GR_12G,12,G,EXP,2025-01-30T00:00:00Z,3,NA,2025-02-09T00:00:00Z,2025-02-11T00:00:00Z,16,20,NA,KJER,36,0.8,2,2025-02-14T00:00:00Z,3,NA,17,2025-02-11T00:00:00Z,0.4722222222222222,EXP_KJER,TRUE,36,17,0.4722222222222222,128,41,TRUE,TRUE,24
GR_12G,12,G,EXP,2025-01-30T00:00:00Z,4,NA,2025-02-14T00:00:00Z,2025-02-17T00:00:00Z,12,12,NA,KJER,24,1,3,2025-02-21T00:00:00Z,4,NA,3,2025-02-17T00:00:00Z,0.125,EXP_KJER,TRUE,24,3,0.125,128,41,TRUE,TRUE,24
GR_12G,12,G,EXP,2025-01-30T00:00:00Z,5,NA,2025-02-21T00:00:00Z,2025-02-23T00:00:00Z,4,4,NA,KJER,8,1,2,2025-02-28T00:00:00Z,5,NA,2,2025-02-23T00:00:00Z,0.25,EXP_KJER,TRUE,8,2,0.25,128,41,TRUE,TRUE,24
GR_12G,12,G,EXP,2025-01-30T00:00:00Z,6,2025-03-05T00:00:00Z,2025-02-28T00:00:00Z,NA,4,6,NA,KJER,10,0.6666666666666666,NA,NA,NA,34,0,2025-02-28T00:00:00Z,0,EXP_KJER,TRUE,10,0,0,128,41,TRUE,TRUE,24
GR_130E,130E,Eii,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,26,28,1,MER,54,0.9285714285714286,2,2025-06-13T00:00:00Z,7,NA,30,2025-06-06T00:00:00Z,0.5555555555555556,INF,FALSE,NA,NA,NA,2,0,TRUE,FALSE,0
GR_130E,130E,Eii,INF,2025-06-04T00:00:00Z,2,2025-08-04T00:00:00Z,2025-06-13T00:00:00Z,2025-06-17T00:00:00Z,2,0,NA,MER,2,0,4,NA,NA,61,0,2025-06-17T00:00:00Z,0,INF,TRUE,2,0,0,2,0,TRUE,FALSE,0
GR_133E,133E,Eii,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,30,32,NA,MER,62,0.9375,2,2025-06-11T00:00:00Z,5,NA,30,2025-06-06T00:00:00Z,0.4838709677419355,INF,FALSE,NA,NA,NA,8,0,TRUE,FALSE,0
GR_133E,133E,Eii,INF,2025-06-04T00:00:00Z,2,2025-08-25T00:00:00Z,2025-06-11T00:00:00Z,2025-06-20T00:00:00Z,5,3,1,MER,8,0.6,9,NA,NA,82,0,2025-06-20T00:00:00Z,0,INF,TRUE,8,0,0,8,0,TRUE,FALSE,0
GR_134E,134E,Eii,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,38,32,1,MER,70,0.8421052631578947,2,2025-06-11T00:00:00Z,5,NA,20,2025-06-06T00:00:00Z,0.2857142857142857,INF,FALSE,NA,NA,NA,22,0,TRUE,FALSE,0
GR_134E,134E,Eii,INF,2025-06-04T00:00:00Z,2,2025-09-04T00:00:00Z,2025-06-11T00:00:00Z,2025-06-24T00:00:00Z,10,12,NA,MER,22,0.8333333333333334,13,NA,NA,92,0,2025-06-24T00:00:00Z,0,INF,TRUE,22,0,0,22,0,TRUE,FALSE,0
GR_136E,136E,Eii,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,30,28,2,MER,58,0.9333333333333332,2,2025-06-11T00:00:00Z,5,NA,8,2025-06-06T00:00:00Z,0.13793103448275862,INF,FALSE,NA,NA,NA,22,0,TRUE,FALSE,0
GR_136E,136E,Eii,INF,2025-06-04T00:00:00Z,2,2025-07-28T00:00:00Z,2025-06-11T00:00:00Z,2025-06-26T00:00:00Z,10,12,NA,MER,22,0.8333333333333334,15,NA,NA,54,0,2025-06-26T00:00:00Z,0,INF,TRUE,22,0,0,22,0,TRUE,FALSE,0
GR_137I,137I,I,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,32,28,0,MER,60,0.875,2,2025-06-10T00:00:00Z,4,NA,34,2025-06-06T00:00:00Z,0.5666666666666667,EXP_MER,FALSE,NA,NA,NA,14,0,TRUE,FALSE,0
GR_137I,137I,I,EXP,2025-06-04T00:00:00Z,2,2025-06-23T00:00:00Z,2025-06-10T00:00:00Z,2025-06-17T00:00:00Z,6,8,NA,MER,14,0.75,7,NA,NA,19,0,2025-06-17T00:00:00Z,0,EXP_MER,TRUE,14,0,0,14,0,TRUE,FALSE,0
GR_139I,139I,I,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,26,26,NA,MER,52,1,2,2025-06-10T00:00:00Z,4,NA,25,2025-06-05T00:00:00Z,0.4807692307692308,INF,FALSE,NA,NA,NA,11,0,TRUE,FALSE,0
GR_139I,139I,I,INF,2025-06-04T00:00:00Z,2,2025-07-15T00:00:00Z,2025-06-10T00:00:00Z,NA,10,1,NA,MER,11,0.1,NA,NA,NA,41,0,2025-06-10T00:00:00Z,0,INF,TRUE,11,0,0,11,0,TRUE,FALSE,0
GR_13G,13,G,INF,2025-01-30T00:00:00Z,1,2025-02-23T00:00:00Z,2025-01-30T00:00:00Z,2025-02-01T00:00:00Z,24,26,1,KJER,50,0.9230769230769232,2,NA,NA,24,16,2025-02-01T00:00:00Z,0.32,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_140I,140I,I,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,40,42,1,MER,82,0.9523809523809524,2,2025-06-11T00:00:00Z,5,NA,18,2025-06-06T00:00:00Z,0.2195121951219512,INF,FALSE,NA,NA,NA,50,0,TRUE,FALSE,0
GR_140I,140I,I,INF,2025-06-04T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,6,8,NA,MER,14,0.75,5,2025-06-18T00:00:00Z,2,NA,0,2025-06-23T00:00:00Z,0,INF,TRUE,14,0,0,50,0,TRUE,FALSE,0
GR_140I,140I,I,INF,2025-06-04T00:00:00Z,3,2025-07-29T00:00:00Z,2025-06-18T00:00:00Z,2025-06-23T00:00:00Z,22,14,NA,MER,36,0.6363636363636364,5,NA,NA,55,0,2025-06-23T00:00:00Z,0,INF,TRUE,36,0,0,50,0,TRUE,FALSE,0
GR_141I,141I,I,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,36,38,0,MER,74,0.9473684210526316,2,2025-06-17T00:00:00Z,11,NA,12,2025-06-08T00:00:00Z,0.16216216216216217,EXP_MER,FALSE,NA,NA,NA,119,55,TRUE,TRUE,36
GR_141I,141I,I,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-17T00:00:00Z,2025-06-20T00:00:00Z,24,22,NA,MER,46,0.9166666666666666,3,2025-06-25T00:00:00Z,5,NA,25,2025-06-20T00:00:00Z,0.5434782608695652,EXP_MER,TRUE,46,25,0.5434782608695652,119,55,TRUE,TRUE,36
GR_141I,141I,I,EXP,2025-06-04T00:00:00Z,3,NA,2025-06-25T00:00:00Z,2025-06-30T00:00:00Z,8,8,NA,MER,16,1,5,2025-07-08T00:00:00Z,8,NA,16,2025-06-30T00:00:00Z,1,EXP_MER,TRUE,16,16,1,119,55,TRUE,TRUE,36
GR_141I,141I,I,EXP,2025-06-04T00:00:00Z,4,NA,2025-07-08T00:00:00Z,2025-07-10T00:00:00Z,26,22,NA,MER,48,0.8461538461538461,2,2025-07-14T00:00:00Z,4,NA,14,2025-07-10T00:00:00Z,0.2916666666666667,EXP_MER,TRUE,48,14,0.2916666666666667,119,55,TRUE,TRUE,36
GR_141I,141I,I,EXP,2025-06-04T00:00:00Z,5,2025-07-15T00:00:00Z,2025-07-14T00:00:00Z,NA,9,0,NA,MER,9,0,NA,NA,NA,41,0,NA,0,EXP_MER,TRUE,9,0,0,119,55,TRUE,TRUE,36
GR_142I,142I,I,INF,2025-06-04T00:00:00Z,1,2025-07-21T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,30,32,2,MER,62,0.9375,2,NA,NA,47,20,2025-06-06T00:00:00Z,0.3225806451612903,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_143I,143I,I,EXP,2025-06-04T00:00:00Z,1,2025-07-28T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,20,20,0,MER,40,1,2,NA,NA,54,10,2025-06-08T00:00:00Z,0.25,EXP_MER,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_144I,144I,I,INF,2025-06-04T00:00:00Z,1,2025-07-10T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,34,32,NA,MER,66,0.9411764705882352,2,NA,NA,36,20,2025-06-05T00:00:00Z,0.30303030303030304,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_146I,146I,I,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,22,22,0,MER,44,1,2,2025-06-11T00:00:00Z,5,NA,35,2025-06-05T00:00:00Z,0.7954545454545454,EXP_MER,FALSE,NA,NA,NA,148,62,TRUE,TRUE,28
GR_146I,146I,I,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,22,26,NA,MER,48,0.8461538461538461,2,2025-06-18T00:00:00Z,5,NA,22,2025-06-13T00:00:00Z,0.4583333333333333,EXP_MER,TRUE,48,22,0.4583333333333333,148,62,TRUE,TRUE,28
GR_146I,146I,I,EXP,2025-06-04T00:00:00Z,3,NA,2025-06-18T00:00:00Z,2025-06-20T00:00:00Z,18,18,NA,MER,36,1,2,2025-06-25T00:00:00Z,5,NA,20,2025-06-20T00:00:00Z,0.5555555555555556,EXP_MER,TRUE,36,20,0.5555555555555556,148,62,TRUE,TRUE,28
GR_146I,146I,I,EXP,2025-06-04T00:00:00Z,4,NA,2025-06-25T00:00:00Z,2025-07-02T00:00:00Z,10,12,NA,MER,22,0.8333333333333334,7,2025-07-06T00:00:00Z,4,NA,20,2025-07-02T00:00:00Z,0.9090909090909092,EXP_MER,TRUE,22,20,0.9090909090909092,148,62,TRUE,TRUE,28
GR_146I,146I,I,EXP,2025-06-04T00:00:00Z,5,2025-07-06T00:00:00Z,2025-07-06T00:00:00Z,NA,22,20,NA,MER,42,0.9090909090909092,NA,NA,NA,32,0,2025-07-06T00:00:00Z,0,EXP_MER,TRUE,42,0,0,148,62,TRUE,TRUE,28
GR_147I,147I,I,EXP,2025-06-04T00:00:00Z,1,2025-07-15T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,28,30,NA,MER,58,0.9333333333333332,2,NA,NA,41,19,2025-06-08T00:00:00Z,0.3275862068965517,EXP_MER,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_149A,149A,A,INF,2025-06-04T00:00:00Z,1,2025-06-12T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,30,30,NA,MER,60,1,2,NA,NA,8,42,2025-06-06T00:00:00Z,0.7,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_14G,14,G,INF,2025-01-30T00:00:00Z,1,NA,2025-01-30T00:00:00Z,2025-02-01T00:00:00Z,30,32,1,KJER,62,0.9375,2,2025-02-06T00:00:00Z,5,NA,14,2025-02-01T00:00:00Z,0.2258064516129032,INF,FALSE,NA,NA,NA,10,0,TRUE,FALSE,0
GR_14G,14,G,INF,2025-01-30T00:00:00Z,2,2025-03-12T00:00:00Z,2025-02-06T00:00:00Z,2025-02-12T00:00:00Z,4,6,NA,KJER,10,0.6666666666666666,6,NA,NA,41,0,2025-02-12T00:00:00Z,0,INF,TRUE,10,0,0,10,0,TRUE,FALSE,0
GR_150A,150A,A,INF,2025-06-04T00:00:00Z,1,2025-06-30T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,34,32,NA,MER,66,0.9411764705882352,2,NA,NA,26,3,2025-06-08T00:00:00Z,0.04545454545454545,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,30,32,0,MER,62,0.9375,2,2025-06-11T00:00:00Z,5,NA,25,2025-06-06T00:00:00Z,0.4032258064516129,EXP_MER,FALSE,NA,NA,NA,118,8,TRUE,TRUE,33
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,22,24,NA,MER,46,0.9166666666666666,5,2025-06-20T00:00:00Z,4,NA,2,2025-06-16T00:00:00Z,0.04347826086956521,EXP_MER,TRUE,46,2,0.04347826086956521,118,8,TRUE,TRUE,33
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,3,NA,2025-06-20T00:00:00Z,2025-06-23T00:00:00Z,20,18,NA,MER,38,0.9,3,2025-07-06T00:00:00Z,13,NA,5,2025-06-23T00:00:00Z,0.13157894736842105,EXP_MER,TRUE,38,5,0.13157894736842105,118,8,TRUE,TRUE,33
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,4,NA,2025-07-06T00:00:00Z,2025-07-07T00:00:00Z,5,6,NA,MER,11,0.8333333333333334,1,2025-07-10T00:00:00Z,3,NA,1,2025-07-07T00:00:00Z,0.09090909090909093,EXP_MER,TRUE,11,1,0.09090909090909093,118,8,TRUE,TRUE,33
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,5,NA,2025-07-10T00:00:00Z,2025-07-14T00:00:00Z,6,7,NA,MER,13,0.8571428571428571,4,2025-07-29T00:00:00Z,15,NA,0,2025-07-14T00:00:00Z,0,EXP_MER,TRUE,13,0,0,118,8,TRUE,TRUE,33
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,6,NA,2025-07-29T00:00:00Z,2025-08-01T00:00:00Z,2,5,NA,MER,7,0.4,3,2025-08-06T00:00:00Z,5,NA,0,2025-08-01T00:00:00Z,0,EXP_MER,TRUE,7,0,0,118,8,TRUE,TRUE,33
GR_151A,151A,A,EXP,2025-06-04T00:00:00Z,7,2025-08-13T00:00:00Z,2025-08-06T00:00:00Z,2025-08-13T00:00:00Z,0,3,NA,MER,3,0,7,NA,NA,70,0,2025-08-13T00:00:00Z,0,EXP_MER,TRUE,3,0,0,118,8,TRUE,TRUE,33
GR_152A,152A,A,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,34,32,0,MER,66,0.9411764705882352,2,2025-06-11T00:00:00Z,5,NA,2,2025-06-08T00:00:00Z,0.0303030303030303,EXP_MER,FALSE,NA,NA,NA,49,19,TRUE,TRUE,27
GR_152A,152A,A,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,16,20,NA,MER,36,0.8,2,2025-06-28T00:00:00Z,15,NA,15,2025-06-13T00:00:00Z,0.4166666666666667,EXP_MER,TRUE,36,15,0.4166666666666667,49,19,TRUE,TRUE,27
GR_152A,152A,A,EXP,2025-06-04T00:00:00Z,3,2025-07-10T00:00:00Z,2025-06-28T00:00:00Z,2025-07-01T00:00:00Z,4,9,NA,MER,13,0.4444444444444444,3,NA,NA,36,4,2025-07-01T00:00:00Z,0.3076923076923077,EXP_MER,TRUE,13,4,0.3076923076923077,49,19,TRUE,TRUE,27
GR_153A,153A,A,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,34,34,1,MER,68,1,2,2025-06-23T00:00:00Z,17,NA,11,2025-06-08T00:00:00Z,0.16176470588235295,INF,FALSE,NA,NA,NA,24,5,TRUE,TRUE,21
GR_153A,153A,A,INF,2025-06-04T00:00:00Z,2,NA,2025-06-23T00:00:00Z,2025-06-25T00:00:00Z,8,7,NA,MER,15,0.875,2,2025-07-01T00:00:00Z,6,NA,5,2025-06-25T00:00:00Z,0.3333333333333333,INF,TRUE,15,5,0.3333333333333333,24,5,TRUE,TRUE,21
GR_153A,153A,A,INF,2025-06-04T00:00:00Z,3,NA,2025-07-01T00:00:00Z,2025-07-03T00:00:00Z,4,3,NA,MER,7,0.75,2,2025-07-08T00:00:00Z,5,NA,0,2025-07-03T00:00:00Z,0,INF,TRUE,7,0,0,24,5,TRUE,TRUE,21
GR_153A,153A,A,INF,2025-06-04T00:00:00Z,4,2025-07-16T00:00:00Z,2025-07-08T00:00:00Z,2025-07-10T00:00:00Z,1,1,NA,MER,2,1,2,NA,NA,42,0,2025-07-10T00:00:00Z,0,INF,TRUE,2,0,0,24,5,TRUE,TRUE,21
GR_154A,154A,A,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,28,26,1,MER,54,0.9285714285714286,2,2025-06-10T00:00:00Z,4,NA,16,2025-06-08T00:00:00Z,0.2962962962962963,INF,FALSE,NA,NA,NA,18,2,TRUE,TRUE,12
GR_154A,154A,A,INF,2025-06-04T00:00:00Z,2,2025-07-23T00:00:00Z,2025-06-10T00:00:00Z,2025-06-16T00:00:00Z,8,10,NA,MER,18,0.8,6,NA,NA,49,2,2025-06-16T00:00:00Z,0.1111111111111111,INF,TRUE,18,2,0.1111111111111111,18,2,TRUE,TRUE,12
GR_155A,155A,A,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,26,28,1,MER,54,0.9285714285714286,2,2025-06-11T00:00:00Z,5,NA,17,2025-06-08T00:00:00Z,0.3148148148148148,INF,FALSE,NA,NA,NA,22,0,TRUE,FALSE,0
GR_155A,155A,A,INF,2025-06-04T00:00:00Z,2,2025-07-21T00:00:00Z,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,8,14,NA,MER,22,0.5714285714285714,5,NA,NA,47,0,2025-06-16T00:00:00Z,0,INF,TRUE,22,0,0,22,0,TRUE,FALSE,0
GR_156A,156A,A,INF,2025-06-04T00:00:00Z,1,2025-07-22T00:00:00Z,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,24,24,1,MER,48,1,2,NA,NA,48,14,2025-06-08T00:00:00Z,0.2916666666666667,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,24,26,0,MER,50,0.9230769230769232,2,2025-06-16T00:00:00Z,10,NA,19,2025-06-08T00:00:00Z,0.38,EXP_MER,FALSE,NA,NA,NA,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-16T00:00:00Z,2025-06-17T00:00:00Z,1,1,NA,MER,2,1,1,2025-06-20T00:00:00Z,3,NA,0,2025-06-17T00:00:00Z,0,EXP_MER,TRUE,2,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,3,NA,2025-06-20T00:00:00Z,2025-06-23T00:00:00Z,14,16,NA,MER,30,0.875,3,2025-06-26T00:00:00Z,3,NA,0,2025-06-23T00:00:00Z,0,EXP_MER,TRUE,30,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,4,NA,2025-06-26T00:00:00Z,2025-07-03T00:00:00Z,14,14,NA,MER,28,1,7,2025-07-07T00:00:00Z,4,NA,0,2025-07-03T00:00:00Z,0,EXP_MER,TRUE,28,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,5,NA,2025-07-07T00:00:00Z,2025-07-11T00:00:00Z,4,4,NA,MER,8,1,4,2025-08-25T00:00:00Z,45,NA,0,2025-07-11T00:00:00Z,0,EXP_MER,TRUE,8,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,6,NA,2025-08-25T00:00:00Z,2025-08-29T00:00:00Z,6,12,NA,MER,18,0.5,4,2025-09-01T00:00:00Z,3,NA,0,2025-07-11T00:00:00Z,0,EXP_MER,TRUE,18,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,7,NA,2025-09-01T00:00:00Z,2025-09-03T00:00:00Z,6,3,NA,MER,9,0.5,2,2025-09-08T00:00:00Z,5,NA,0,2025-07-11T00:00:00Z,0,EXP_MER,TRUE,9,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,8,NA,2025-09-08T00:00:00Z,2025-09-10T00:00:00Z,1,8,NA,MER,9,0.125,2,2025-10-02T00:00:00Z,22,NA,0,2025-07-12T00:00:00Z,0,EXP_MER,TRUE,9,0,0,107,0,TRUE,FALSE,0
GR_158B,158B,Bi,EXP,2025-06-04T00:00:00Z,9,2025-10-13T00:00:00Z,2025-10-02T00:00:00Z,NA,2,1,NA,MER,3,0.5,NA,NA,NA,131,0,2025-10-02T00:00:00Z,0,EXP_MER,TRUE,3,0,0,107,0,TRUE,FALSE,0
GR_160B,160B,Bi,INF,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,28,30,1,MER,58,0.9333333333333332,2,2025-06-11T00:00:00Z,5,NA,35,2025-06-06T00:00:00Z,0.603448275862069,INF,FALSE,NA,NA,NA,12,0,TRUE,FALSE,0
GR_160B,160B,Bi,INF,2025-06-04T00:00:00Z,2,2025-07-30T00:00:00Z,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,4,8,NA,MER,12,0.5,5,NA,NA,56,0,2025-06-16T00:00:00Z,0,INF,TRUE,12,0,0,12,0,TRUE,FALSE,0
GR_161B,161B,Bi,EXP,2025-06-04T00:00:00Z,1,NA,2025-06-04T00:00:00Z,2025-06-06T00:00:00Z,24,22,0,MER,46,0.9166666666666666,2,2025-06-11T00:00:00Z,5,NA,7,2025-06-08T00:00:00Z,0.15217391304347827,EXP_MER,FALSE,NA,NA,NA,178,90,TRUE,TRUE,35
GR_161B,161B,Bi,EXP,2025-06-04T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,22,26,NA,MER,48,0.8461538461538461,2,2025-06-17T00:00:00Z,4,NA,23,2025-06-13T00:00:00Z,0.4791666666666667,EXP_MER,TRUE,48,23,0.4791666666666667,178,90,TRUE,TRUE,35
GR_161B,161B,Bi,EXP,2025-06-04T00:00:00Z,3,NA,2025-06-17T00:00:00Z,2025-06-19T00:00:00Z,16,20,NA,MER,36,0.8,2,2025-06-25T00:00:00Z,6,NA,20,2025-06-19T00:00:00Z,0.5555555555555556,EXP_MER,TRUE,36,20,0.5555555555555556,178,90,TRUE,TRUE,35
